text,target
['N/A'],1
['N/A'],1
"['RWAMAGANA DISTRICT RWANDA — ' 'Rwandans are mourning the deaths of 14 miners after a landslide Monday at a tin mining site in this hilly eastern area.' '' ""The country's mining board said recent heavy rains had saturated the red earth triggering the tragedy. Survivors said they saw the ground shifting but could not save their workmates. The earth suddenly swallowed up seven men and seven women."" '' 'When he noticed cracks in the soil John Ntanyungura set down his mining tools. ""I managed to escape"" he said ""but all my colleagues who were behind me perished.""' '' 'The miners were digging for cassiterite a tin oxide mineral used in producing electronics such as mobile phones and digital cameras.' '' 'The Ntunga open mining site is owned by Rwanda-based Piran Resources Ltd. a subsidiary of the British-based mining exploration and development company Pella Resources Ltd. Piran has a 25-year lease to mine at two concessions in eastern Rwanda Reuters news agency reported.' '' 'Piran Resources has not commented on the accident.' '' 'Mine activities suspended' '' ""Francis Gatare chief executive officer of the Rwanda Mines Petroleum and Gas Board (RBM) said in a statement that the government has temporarily shuttered Piran's local operations during an investigation."" '' ""He also said the accident surprised the board because Piran is considered among the country's good mining operators."" '' 'Mbonyumuvunyi Rajab mayor of Rwamagana district said the whole country is mourning the Ntunga mine victims. He urged miners to be careful and he pressed mining companies to respect the government regulations for mining safety.' '' '""We are telling our citizens to remain strong because losing such a large number of people in this unexpected circumstances is not easy to bear"" Rajab said.' '' '""We are also reminding those diggers that they work in high-risk zones and they need to comply with safety conditions that are imposed on their companies. Sometimes many of them enter holes without any protection so they can easily die or meet with an accident"" he said.' '' 'Dangerous work' '' ""Small-scale mining in Rwanda's hilly landscape has led to landslides and mine collapses. The Mining Board says 81 people died in 2018 in various mining accidents. Last October eight people were killed and four wounded in a mine collapse in southern Rwanda's Muhanga district."" '' 'Last month at another mining site in the south five miners were trapped underground when the site collapsed. Soldiers and members of the public dug them out alive after nearly two days.' '' ""The government estimates that about 43000 people are employed in the mining industry Reuters said. Earnings from Rwanda's mineral exports more than doubled to $373 million in 2017 from $166 million a year before."" '']",1
['Eighteen people died overnight when heavy rains ripped through several parts of Rwanda causing landslides the government said.' '' 'The incident occurred on Monday according to agency reports. The East African nation dubbed a country of a thousand hills has recently been affected by landslides as a result of heavy downpours flattening houses on mountain slopes. “Eighteen people passed on due to disasters caused by heavy rains in the night of 23rd April” Rwanda’s ministry in charge of disaster management said on Twitter.' '' 'Seven people died in Rwanda’s north eight in the capital Kigali and three in Gatsibo in the east with 79 houses and 56 hectares of crops destroyed it said. The ministry was still assessing the extent of damage from the heavy rain.' 'The government has in the past urged Rwandans who live on mountain slopes to move to areas less prone to disasters. Monday’s toll follows the deaths of 51 people in heavy rains and lightning between January and mid-April the ministry said. That toll included 16 people who died when lightning struck a church in March.'],1
"['Flash flooding caused by recent heavy rains has destroyed dozens of homes across Rwanda killing some 55 people media said Thursday' '' 'MOSCOW (UrduPoint News / Sputnik - 07th May 2020) Flash flooding caused by recent heavy rains has destroyed dozens of homes across Rwanda killing some 55 people media said Thursday.' '' ""The flooding has razed 91 homes washed away five bridges across and damaged roads according to the Emergency Ministry's figures cited by the public broadcaster RBA."" '' 'Rain-induced disasters have been reported across eastern Africa. More than a hundred people have died in Kenya and severe damage has been reported in Somalia and Uganda.' '']",1
['N/A'],1
['N/A'],1
['N/A'],1
['N/A'],1
['N/A'],1
"[""(New York) – Rwanda's international partners and the UN Secretary-General should call for transparent and credible investigations into the recent deaths and disappearances of opposition members when they meet with President Paul Kagame . Kagame is due to speak on September 24 before the 74th General Assembly of the United Nations."" '' 'The latest victim in Rwanda was stabbed to death on September 23. Around 9 p.m. two unidentified men killed Syldio Dusabumuremyi national coordinator of the unaccredited United Democratic Forces (FDU)-Inkingi party while he was working at the store in Shyogwe health center in Muhanga district Southern Province his party announced.' '' '“Rwanda is seen internationally as a model in the areas of law and order but we are witnessing a wave of brazen and violent attacks against members of the opposition which go unpunished”  said Lewis Mudge Central Africa director at Human Rights Watch. “The contrast is striking. »' '' 'At least three other FDU-Inkingi members have died or disappeared in Rwanda over the past year. Authorities have failed to conduct transparent and credible investigations and hold those responsible to account.' '' 'The Rwanda Investigation Bureau (RIB) posted on Twitter a confirmation of the killing of Dusabumuremyi by two unidentified people on September 24 and announced that it had arrested two suspects. On September 14 Kagame delivered a speech at the congress of his party the Rwandan Patriotic Front (RPF). Speaking in Kinyarwanda he said: “These people I pardoned who were in prison now they are screaming...Let them go they may well go and die somewhere else...they should not slow down our development...”' '' 'Kagame was most likely referring to FDU-Inkingi President Victoire Ingabire who was released from prison in September 2018 after President Kagame granted amnesty to 2000 detainees including her. She had served 8 years of a 15-year prison sentence for conspiracy to undermine established power as well as genocide denial after attempting to run in the 2010 presidential election.' '' ""Since then there has been an increase in the number of suspicious deaths and disappearances among his colleagues. In July Eugène Ndereyimana a member of the FDU-Inkingi was reported missing by his colleagues who saw that he had not arrived at a meeting in Nyagatare in the Eastern Province of Rwanda. In March Anselme Mutuyimana Victoire Ingabire's assistant was found dead in a forest in northwestern Rwanda his body showing signs of strangulation. Although the RIB has announced that it is looking into both cases no results of the investigation have been released or made public."" '' 'In October 2018 FDU-Inkingi deputy leader Boniface Twagirimana “disappeared” from his prison cell in Mpanga southern Rwanda. He had been charged along with several other party members with threatening state security and was last seen in the custody of the authorities.' '' 'Authorities rarely attempted to hide their approval of incidents in which the opposition was targeted. Sometimes they even openly welcomed these violent killings. This month the South African judiciary issued arrest warrants for two Rwandans believed to be linked to the Rwandan government\'s involvement in the murder of Colonel Patrick Karegeya a prominent critic of the regime. found dead in his hotel room in Johannesburg on January 1 2014. At the time Paul Kagame came close to endorsing the killing of Karegeya in a public address: ""Anyone still alive who might conspire against Rwanda whoever he or she is will pay the price... Whoever he or she is it\'s a matter of time. »' '' ""“Rwanda's partners and donors should ask questions about the fate of people who try to criticize the government or its policies” said Lewis Mudge. “Without this opponents or critics of the state will likely continue to be found dead or missing. »""]",1
"['In Rwanda one person was killed and eight injured on Saturday when a grenade that had not detonated exploded in a Kigali market the day before during an attack according to a police spokesman.  36 hours before the legislative elections.' '' 'Friday evening the explosion of a grenade thrown by unknown persons had already killed one person and injured 14 in front of the covered market of Kicukiro-central in a peripheral district.' '' 'According to police spokesman Damas Gataré this second grenade had ""stayed stuck in the roof without being detected"" specifying that it was the same attack.' '' 'Three people were arrested.' '' 'The attack on Friday has not been claimed.' '' 'Elections without stakes' 'Similar attacks in March and July caused a total of four deaths in Kigali and its suburbs.' '' 'A series of grenade attacks were also perpetrated in the capital in 2010 as the presidential election approached leaving a total of four dead and around fifty injured.' '' 'wandans are called to the polls on Monday to elect their deputies.' '' 'The election should consolidate the hegemony of the Rwandan Patriotic Front (RPF) of President Paul Kagame.' '' 'The legislative polling stations open Monday at 07:00 (05:00 GMT).' '' 'The parties presenting candidates held their last meetings on Saturday.' '' 'A meeting of the PS-Imberakuri a small formation was notably organized in the same district of Kicukiro.' '' 'In addition to the united coalition of the Rwandan Patriotic Front (RPF) in power since 1994 three parties and a few independent candidates are seeking the votes of nearly six million voters.' '' 'The Democratic Green Party recognized in early August was unable to present candidates.' '' 'Finally Victoire Ingaribe of the F.D.U. (Unified Democratic Forces) prosecuted for terrorism and propagating the ideology of genocide is in prison.']",1
['Two people were killed and 16 injured in the explosion of a grenade on Tuesday evening in the Rwandan capital Kigali official sources said on Wednesday.' '' 'The explosion took place around 7 p.m. in the Remera sector located in the Gasabo district Rwandan police spokesman Theos Badege told AFP. At the time of the explosion eighteen people were injured he said adding that two of them had succumbed to their injuries. An investigation has been opened but no suspects have yet been arrested added Mr. Badege. Authorities have in the past blamed similar attacks on Hutu rebels from the Democratic Forces for the Liberation of Rwanda (FDLR) based in the Democratic Republic of Congo (DRC) and former officials in exile. Rwanda has indeed been the scene of several grenade attacks in recent years. The last one in July 2011 in the south-west of the country caused 21 minor injuries. Another grenade attack caused the death of two people in the capital in January 2011. In 2010 the year of the presidential election five people lost their lives in attacks of the same nature in Kigali hitherto considered a of the safest capitals in Africa.'],1
['N/A'],1
"['""We do not know for the moment if it is an accidental explosion or an attack"" declared Mr. Badege specifying that the incident had injured a dozen but none killed. The explosion took place in the early evening in the rural district of Muhanga (center) along a road and near a bus station where street vendors were offering mobile phone cards. Rwanda has been the scene of several grenade attacks in recent years raising fears of a destabilization of the country held in an iron fist by the Rwandan Patriotic Front (RPF dominated by Tutsis and President Paul Kagame). Authorities have in the past blamed the grenade attacks on Hutu rebels from the Democratic Forces for the Liberation of Rwanda (FDLR) based in the Democratic Republic of Congo (DRC) and former officials in exile. In July 2011 in the south-west of the country an attack of this kind caused 21 minor injuries. Another grenade attack killed two people in the capital in early January. In 2010 the year of the presidential election five people lost their lives in similar attacks in Kigali until then considered one of the safest capitals in Africa.']",1
"['Two suspects have been arrested according to a police spokesman in the Rwandan capital.' '' 'One person was killed and eight others injured Tuesday evening in Kigali in the explosion of a grenade thrown near a market and the bus station announced the spokesman of the Rwandan police Theos Badege. .' '' 'Police later said on Twitter that two suspects had been arrested Reuters reported.' '' '“It really is a busy place. Apparently they were targeting a very large number of people"" at rush hour the police spokesman told Agence France Presse without giving any indication of the possible motives or perpetrators of the attack.' '' 'There were at least three grenade attacks in Rwanda in March 2012. One killed one person and injured five others in the north of the country while the other two attacks injured six in Kigali.']",1
"['Rwanda: grenade explosion in Kigali at least seven injured' 'A grenade exploded on Wednesday evening in Kigali injuring at least seven the evening of the proclamation of the landslide victory of outgoing head of state Paul Kagame in the presidential election the spokesman told AFP. of the Rwandan police.' '' 'A grenade was thrown Wednesday in the city center of the capital Captain Eric Kayiranga told AFP.' '' '“It happened during rush hour around 7:00 p.m. (5:00 p.m. GMT) and not far from the bus station” he explained.' '' '“There were at least seven injuries including two children” the spokesperson said adding that “the police have started their investigation”.' '' ""This incident comes the very evening of President Kagame's triumphant victory in the presidential election with 93% of the vote."" '' 'Between February and May Kigali had been the scene of a series of grenade attacks ""attempts to destabilize"" according to the authorities who had attributed these attacks to the opposition in exile.']",1
['N/A'],1
['KIGALI Rwanda — Witnesses say a grenade explosion killed at least two people in a suburb of the Rwandan capital on Friday.' 'The blast took place at rush hour near a busy taxi rank about two kilometers from Kigali International Airport. This area is heavily guarded by the army and the police.' 'Authorities quickly cordoned off the area while the injured were taken to hospital.' 'A Rwandan police spokesman Theos Badege confirmed the incident and said police were looking for the attackers.' 'Last year the Rwandan capital was rocked by a series of grenade attacks particularly in the run-up to the presidential election in August.'],1
['N/A'],1
"['A grenade exploded on Wednesday evening in Kigali injuring at least seven the evening of the proclamation of the crushing victory of outgoing head of state Paul Kagame in the presidential election announced the spokesman of the Rwandan police .' '' 'A grenade was thrown Wednesday in the city center of the capital Captain Eric Kayiranga told AFP.' '' '""It happened during rush hour around 7:00 p.m. (2:00 p.m. in Montreal) and not far from the bus station"" he explained.' '' '""There were at least seven injured including two children the police have started their investigation"" said the spokesman who reported the arrest of ""three suspects"".' '' '""I heard an explosion"" a young man told AFP as he left the hospital with a bandage on his face. “I found myself on the ground I tried to get up but I couldn\'t”.' '' '""I counted at least twenty wounded"" said Steve Terril an independent American journalist who was nearby at the time of the explosion.' '' '“We filled two pickups (with injured people) and there were still some left. A woman had lost an eye. All those who were loaded into the vehicles were still conscious” according to this witness.' '' ""This incident comes the very evening of President Kagame's triumphant victory in the presidential election with 93% of the vote."" '' 'Between February and May Kigali considered until then as one of the safest capitals in Africa had been the scene of three grenade attacks which had left at least four people dead and around fifty injured.' '' 'These attacks each time targeted very busy areas of the city at a peak hour. None of them had been claimed.' '' 'The authorities initially attributed them to Interahamwe militiamen who participated in the 1994 genocide before accusing the former army chief of staff General Faustin Kayumba Nyamwasa exiled in South Africa and victim on June 19 of a mysterious assassination attempt.' '' 'These attacks along with other incidents had largely contributed to increasing the tension in the run-up to the presidential election on August 9 which however passed off without a hitch.' '' 'Without a rival or any real opposition President Kagame was re-elected as head of the country for a second seven-year term. He has ruled Rwanda since he put an end to the genocide of the Tutsi in July 1994 at the head of the rebellion of the Rwandan Patriotic Front (RPF) which has become the party that still controls all levels of political life today. .' '' 'Fractures have appeared in recent years within the English-speaking Tutsi elite of the RPF (from the Ugandan diaspora) with the flight into exile of the former head of the secret services Patrick Karegeya in 2007 then that of General Nyamwasa in last February.' '' 'Several high-ranking officers key figures in the regime have also been arrested officially accused of corruption or embezzlement.']",1
"['Two people were killed by the explosions of two grenades thrown Friday evening on a market in Kigali an attack carried out in the run-up to the legislative elections and attributed by the Rwandan authorities to opponents in exile allied with the rebels.' '' 'Friday evening the explosion of a grenade thrown by unknown persons had left one dead and 14 injured in front of the covered market of Kicukiro-central. On Saturday a second thrown grenade which without exploding had not been detected in turn exploded killing one person and injuring eight.' '' ""Two grenades were thrown on Friday evening but only one exploded Kigali police spokesman Damas Gatare said on Saturday another was stuck in the roof undetected...it's that second grenade that exploded on Saturday."" '' ""It's the same attack he insisted. One person died (...) and eight with minor injuries were taken to hospital he said."" '' 'The attack was not claimed.' '' 'On Saturday evening Rwandan Minister of Foreign Affairs Louise Mushikiwabo implicated opponents in exile of the government of President Paul Kagame allied to the rebels of the Democratic Forces for the Liberation of Rwanda (FDLR) based in eastern DRC bordering of Rwanda.' '' 'We have already said that we know the networks behind these attacks. We know that dissidents in South Africa have forged links with the FDLR in eastern DRC in an attempt to destabilize security she said in a message to AFP.' '' 'We are determined to work with the international community to bring peace and security to the region. But we will not allow these networks to carry out attacks in Rwanda with impunity she added.' '' 'Several former close associates of President Kagame - including former Chief of Staff Faustin Kayumba Nyamwasa - who have defected have taken refuge in South Africa.' '' 'Kigali accuses the FLDR of being formed from former leaders of the 1994 genocide in Rwanda and of fighting alongside the Congolese army in eastern DRC. Although it denies it Rwanda itself is accused by the UN of providing military support to Congolese M23 rebels who are fighting Kinshasa forces in eastern DRC.' '' 'A series of grenade attacks had also targeted the Rwandan capital in 2010 as the presidential election approached killing a total of four people and injuring around fifty.' '' 'More recently similar attacks took place in March and July in Kigali and its suburbs killing four people.' '' 'Rwandans are called to the polls on Monday to elect their deputies. The election already promises to consolidate the hegemony of the all-powerful Rwandan Patriotic Front (RPF) of President Kagame.' '' 'The legislative polling stations open Monday at 07:00 (05:00 GMT) and the electoral campaign must end 24 hours before.' '' 'The various parties in the running held their last meetings on Saturday particularly in the capital. A meeting of the small PS-Imberakuri was notably organized in the district of Kicukiro where the attack took place.' '' 'In addition to the powerful coalition led by the Rwandan Patriotic Front (RPF) in power since 1994 three parties and a handful of independent candidates are seeking the votes of nearly six million voters.' '' 'The election should unsurprisingly consolidate the hegemony of the RPF and its allies in the Chamber of Deputies for lack of the presence of more virulent opponents who are not authorized by power.']",1
"['In Rwanda one person was killed and eight injured on Saturday when a grenade that had not detonated exploded in a Kigali market the day before during an attack according to a police spokesman.  36 hours before the legislative elections.' '' 'Friday evening the explosion of a grenade thrown by unknown persons had already killed one person and injured 14 in front of the covered market of Kicukiro-central in a peripheral district.' '' 'According to police spokesman Damas Gataré this second grenade had ""stayed stuck in the roof without being detected"" specifying that it was the same attack.' '' 'Three people were arrested.' '' 'The attack on Friday has not been claimed.' '' 'Elections without stakes' 'Similar attacks in March and July caused a total of four deaths in Kigali and its suburbs.' '' 'A series of grenade attacks were also perpetrated in the capital in 2010 as the presidential election approached leaving a total of four dead and around fifty injured.' '' 'wandans are called to the polls on Monday to elect their deputies.' '' 'The election should consolidate the hegemony of the Rwandan Patriotic Front (RPF) of President Paul Kagame.' '' 'The legislative polling stations open Monday at 07:00 (05:00 GMT).' '' 'The parties presenting candidates held their last meetings on Saturday.' '' 'A meeting of the PS-Imberakuri a small formation was notably organized in the same district of Kicukiro.' '' 'In addition to the united coalition of the Rwandan Patriotic Front (RPF) in power since 1994 three parties and a few independent candidates are seeking the votes of nearly six million voters.' '' 'The Democratic Green Party recognized in early August was unable to present candidates.' '' 'Finally Victoire Ingaribe of the F.D.U. (Unified Democratic Forces) prosecuted for terrorism and propagating the ideology of genocide is in prison.']",1
[],1
[],1
[],1
['This Saturday September 14 one person was killed and eight others injured by the explosion of a grenade in a market in Kigali. She had been thrown Friday evening during an attack. According to the police it would not have detonated until 24 hours later. These events come as the legislative campaign ended on Saturday. Voting takes place on Monday. On Saturday evening the Rwandan Minister of Foreign Affairs reacted accusing the opposition in exile in cahoots with the FDLR of being behind the attacks which regularly affect the country.' '' 'There were simply two grenades for the same attack and not two attacks. This was explained by the police on Saturday after a new explosion occurred in a Kigali market in the early afternoon killing one and injuring eight.' '' 'According to the police spokesperson present at the scene this grenade would have indeed been thrown by individuals at the same time as that of the day before at the same place which had already caused one death and several injuries. The second grenade would have remained stuck on the roof of the market and would not have detonated until Saturday.' '' 'This is not the first time that attacks have taken place as an election deadline approaches in Rwanda. In 2010 before the presidential election several attacks left a total of four dead and around fifty injured. Then similar attacks took place in March and July killing four.' '' 'If the Rwandan authorities had remained silent after the attack on Friday this Saturday however in a press release the Rwandan Minister of Foreign Affairs targeted Rwandan dissidents exiled in South Africa who according to her were allied with the militia. Hutu of the Democratic Forces for the Liberation of Rwanda (FDLR) which rages in the east of the DRC. For Louise Mushikiwabo they are behind these attacks.' '' 'Even if for her Rwanda is alongside the international community to bring peace to the region the minister was threatening declaring: “We will not let these networks foment attacks in Rwanda with impunity”.'],1
['Damn! why must bloody attacks precede the start of the campaign at the approach of each election in Rwanda? Last Saturday September 14 one person was killed and eight others injured following the explosion of a grenade in a market in Kigali.' '' 'In 2010 before the presidential election several attacks also killed a total of four people and injured around fifty. Similar attacks then took place on symbolic dates.'],1
['Two people were killed and fifteen injured on Tuesday evening January 3 2012 when a grenade exploded in Kigali in the Remera district. The Rwandan capital had not seen any incidents of this kind for almost a year. In all for two years a dozen explosions have targeted Rwanda.'],1
['One person was killed and eight were injured in the early evening of March 26 in Kigali when a grenade exploded near a market and the bus station. Two people were arrested. The attack has not been claimed.' '' 'The grenade was thrown in the Kimironko district between the bus station and the market near where motorcycle taxis usually park. It is therefore a very busy place during the day and especially at the time of the attack.' '' 'Yesterday later in the evening the neighborhood had regained its calm. A few soldiers were posted at the corner of the almost deserted street which was no longer cordoned off. Only a bloody puddle was visible on the floor but no property damage.' '' 'When questioned the server of a bar located a few meters from the scene of the attack said that he was inside when he heard the explosion. He then ran out and saw many injured civilians lying on the ground. But he was quickly pushed back by the police.' '' 'According to the Rwandan police spokesperson the attack left one dead and eight injured. Two people have already been arrested according to him. But he gave no indication of the possible motives for this attack.' '' 'The last grenade attacks in Kigali date back to the beginning of 2012 and left at least two people dead and several injured. They had been attributed according to the authorities to dissidents and Hutu FDLR rebels based in eastern DRC.' '' 'Another series of attacks also targeted the capital in 2010 in the run-up to the presidential election. All these attacks took place in busy neighborhoods.'],1
[],1
[],1
['The grenade was thrown in the Kimironko district between the bus station and the market near where motorcycle taxis usually park. It is therefore a very busy place during the day and especially at the time of the attack.' 'Yesterday later in the evening the neighborhood had regained its calm. A few soldiers were posted at the corner of the almost deserted street which was no longer cordoned off. Only a bloody puddle was visible on the floor but no property damage.' '' 'When questioned the server of a bar located a few meters from the scene of the attack said that he was inside when he heard the explosion. He then ran out and saw many injured civilians lying on the ground. But he was quickly pushed back by the police.' '' 'According to the Rwandan police spokesperson the attack left one dead and eight injured. Two people have already been arrested according to him. But he gave no indication of the possible motives for this attack.' '' 'The last grenade attacks in Kigali date back to the beginning of 2012 and left at least two people dead and several injured. They had been attributed according to the authorities to dissidents and Hutu FDLR rebels based in eastern DRC.' '' 'Another series of attacks also targeted the capital in 2010 in the run-up to the presidential election. All these attacks took place in busy neighborhoods.'],1
[],1
[],1
"['A truck with broken brakes caused an accident in the heart of Kigali which killed 30 people we learned from the gendarmes. Twenty people were killed instantly and the others died of their injuries in hospital according to a gendarme who was on the scene. 47 people were admitted to the Kigali hospital center and ten died there we learned from hospital sources. The accident happened in the late afternoon. According to the report of the gendarmerie the brakes of the heavy goods vehicle were defective. It rolled down a slope could not stop at a crossroads and hit eight vehicles at full speed including two public transport minibuses with 20 seats each as well as two motorcyclists. Five injured were still in desperate condition on Thursday according to hospital sources. The truck literally crushed the vehicles that were in its path according to witnesses. His driver was only slightly injured. The driver of one of the minibuses assured that the driver of the heavy goods vehicle ""who was driving like crazy"" had the possibility of trying to overturn his truck on the slope but that he did nothing to avoid collisions']",1
[],1
[],1
['Six people died and 24 others seriously injured in an accident that took place this morning May 3 2013 on the Kigali-Huye road.' 'The fatal accident occurred at the Kiruhura Trading Center in the Rusatira sector in the Huye district.' 'However information published on social media puts the figure at 10 people dead and 18 seriously injured.' 'A Coaster bus from the SOTRA transport agency coming from Huye using the right road strip which was not its (...)' '' 'Six people died and 24 others seriously injured in an accident that took place this morning May 3 2013 on the Kigali-Huye road.' '' 'The fatal accident occurred at the Kiruhura Trading Center in the Rusatira sector in the Huye district.' '' 'However information published on social media puts the figure at 10 people dead and 18 seriously injured.' '' 'A Coaster bus from the SOTRA Transport Agency coming from Huye using the right road ribbon which was not its own collided with a large bus from the Ugandan transport company GAGA departing for Burundi.'],1
[],1
[],1
[],1
"[""Kigali — Rwanda's Disaster Preparedness ministry has confirmed that eight people have died in floods that swept through three districts in the Western and Northern provinces last week."" '' 'Marcel Gatsinzi told journalists in Kigali that more than 400 people were rendered homeless.' '']",1
['N/A'],1
['N/A'],1
['N/A'],1
['N/A'],1
['Five people died in the floods that devastated three districts of the Western and Northern provinces last Wednesday the Ministry of Disaster Preparedness and Refugee Affairs has said..Three more bodies discovered in Rubavu and Nyabihu districts have brought the death toll to five from two earlier reported.A statement from the ministry says one person died in Musanze two in Rubavu and two in Nyabihu. Government officials led by the Prime Minster Dr Pierre Damien Habumuremye on Saturday toured the areas hit by the floods to assess the extent of the damage.Over 870 hectares of crops including potatoes beans maize and other crops were destroyed. It all happened after water gushing from Karisimbi Mountain changed course and flooded the water channels in the affected areas of Kimonyi Gataraga Musanze Shingiro and others. “We had last witnessed such an incident where water loses its course and meanders into our gardens in 1982.  We have lost crops houses roads destroyed we have to begin dealing with this phenomenon in a more sustainable manner” said Damascene Ngendahimana a resident of Kimonyi sector in Musanze.The Prime Minister ordered for immediate assistance to victims of the disaster which ruined170 houses displacing over 400 people now sheltered by neighbours. He was accompanied by a team of six ministers who comprise the government’s Disaster Management Steering Committee.They included Defence Minister Gen. James Kabarebe Minister of Disaster Preparedness and Refugees affairs Gen. Marcel Gatsinzi Stanislas Kamanzi of Natural Resources Dr Agnes Binagwaho (Health) Musa Fazil Harerimana of Internal Security and  Dr Alvera Mukabaramba (State Social Affairs).The Premier asked the line ministries and other partners to design sustainable environmental protection and disaster prevention measures.“We have to deal with the major cause of this problem by setting up sustainable measures. Government will provide all necessary materials to avert this problem the residents ought to protect infrastructure and understand this problem well” the Prime Minister told the committee.Earlier in Rubavu District Habumuremyi visited Petit Seminaire de Nyundo Nyundo Genocide Memorial Site and Mahoko trading centre in Kanama sector which were all devastated by the floods.In Nyabihu the team visited Jenda sector where over 16 houses were destroyed and other affected areas.In Musanze they visited Kinigi paved road towards Virunga National Park which was still flooded. Minister Gatsinzi said the government would provide immediate relief to the affected families.“This is the reason why the Prime Minister and senior government officials and experts visited. We have observed the situation and I can assure you that the government will soon avail aid to victims in form of food shelter sanitation facilities as we continue to devise long-term solutions” said Gatsinzi.The meeting further directed affected districts to submit reports detailing damaged properties and the urgent assistance needed in each district. The floods came weeks after heavy rains hit eastern Rwanda causing property loss and rendering many homeless.According to a recent press statement from the Ministry of Disaster Preparedness torrential rains recently damaged at least 20 homes in Gatsibo and Kirehe districts flooded farmland and left 100 villagers homeless. A report released by the Rwanda meteorological services recently said the area received between 60 mm to 120 mm of rainfall non-stop for weeks in Eastern Province warning more losses were expected unless there is a let-up.'],1
['KIGALI — ' 'Eighteen people died overnight on Monday when heavy rains ripped through several parts of Rwanda causing landslides the government said.' '' 'The East African nation dubbed a country of a thousand hills has recently been affected by landslides as a result of heavy downpours flattening houses on mountain slopes.' '' '“Eighteen people passed on due to disasters caused by heavy rains in the night of 23rd April” Rwanda’s ministry in charge of disaster management said on Twitter.' '' 'Seven people died in Rwanda’s north eight in the capital Kigali and three in Gatsibo in the east with 79 houses and 56 hectares of crops destroyed it said. The ministry was still assessing the extent of damage from the heavy rain.' '' 'The government has in the past urged Rwandans who live on mountain slopes to move to areas less prone to disasters.' '' 'Monday’s toll follows the deaths of 51 people in heavy rains and lightning between January and mid-April the ministry said.' '' 'That toll included 16 people who died when lightning struck a church in March.'],1
"['KIGALI 18 April 2012 (IRIN) - Hundreds of people have been displaced and several killed by flash floods in the mountainous district of Musanze in northern Rwanda and in the western districts of Nyabihu and Rubavu say officials.' '' '""The region has received non-stop rain for the whole past week and more floodwater should be expected in the coming days as well"" a senior researcher with Rwanda Meteorological Services told IRIN.' '' 'At least 876 hectares of land has been inundated turning floodplains into raging rivers which damaged roads bridges schools and clinics said the Ministry for Disaster Management and Refugee Affairs.' '' 'Food and non-food assistance is being provided to the affected residents some of whom are seeking refuge in makeshift camps according to Rwanda Red Cross Northern Province representative Muhayimana Marie Solange.' '' 'The government is helping to airlift supplies to those cut off by the floods. An assessment of flood damage is yet to be carried out.']",1
['N/A'],1
['KIGALI Rwanda (AP) — Rwanda police say two people were killed and two others seriously wounded following a grenade attack in the capital.' '' 'Rwandan police said that 30 other people received minor injuries after the grenade went off on Friday evening in Gitega Sector of Kigali’s Nyarugenge District.' '' 'Police say one person has been arrested in connection to the blast and urged residents to remain calm as investigations continue.' '' 'Rwanda had been hit by series of grenade attacks surrounding the 2010 elections. President Paul Kagame won that election by a landslide though the vote was criticized for banning opposition parties.'],1
['N/A'],1
['N/A'],1
['NGOMA - A landslide at Ngara mining site in a remote part of Karembo Sector in Ngoma District killed at least six people who were illegally digging for cassiterite minerals Mayor Francois Ntiyotwagira confirmed yesterday.' '' 'The accident took place Friday morning at a mining site which was abandoned a year ago by Rwanda Metals a mining company.' '' '“Cassiterite is in abundance in most parts but remains unexploited. Rwanda Metals did us great disservice when it unceremoniously abandoned the mines” he said.' '' '“Apart from the Friday incident we have not been experiencing any problems. The mines are closed until further notice” the Mayor said.' '' 'Ngoma District Police Commander (DPC) Supt Albert Gakara said the victims were all area residents.' '' 'He explained that three other miners managed to escape unhurt while one was injured and is admitted at Kibungo Hospital.' '' '“We have reinforced security at the mines and will continue to sensitise the population on the dangers of illegal mining” he said.' '' 'A 27-year-old man Augustin Rwasimikore was one of the survivors of the accident.' '' '“I was carrying some stones when I felt the sand sliding away and fell face down into the pit” he told The New Times. “I was so lucky to have survived.”' '' 'Similar incidents recently occurred in Rwamagana District where at least 20 illegal miners died in the sectors of Mwurile and Musha.' '' 'The persistence of illegal miners is attributed to local businesspersons who pay the area residents to search for minerals.'],1
['N/A'],1
['NYABIHU - At least four people have been confirmed dead and 17 seriously injured following heavy rains that started on Friday night in Rubavu and Nyabihu districts.' '' 'According to Rubavu Sector Executive Secretary three children from one family drowned when floods destroyed part of their house. Another person died in Rugerero Sector.' '' 'Western province Executive Secretary Paul Jabo told Sunday Times that government was bringing in tents to evacuate residents on Rubavu hill' '' 'Nyundo seminary was also affected by the floods and students expressed fear that they are likely to persist.' '' 'The head of the seminary Rev. Fr. Vincent Harorimana also expressed worry wondering what the school would do should there be more heavy rainy and floods.' '' '“We are doing what we can but it is becoming increasingly difficult to cope” said Harorimana' '' 'Nyundo Health Centre was also affected when Sebeya River overflowed forcing patients to flee the hospital.' 'Harorimana said that the army intervened to help in rescue efforts at the seminary and health centre.' '' 'A meeting to decide the fate of residents of Rubavu hill was held at the district headquarters and chaired by the Minister of Forestry and Mines Christophe Bazivamo.'],1
['N/A'],1
